DATE,WTEMP,WLEVEL,FLOW,TEMP,WDSP,PRCP,RHMEAN,DH
2006-07-05 00:00:00,17.9,1820.22,1770,18.7 ,2.7,0,82,2.8
2006-07-06 00:00:00,18.7,1820.33,1890,19.5 ,3.6,0.08,84,3.3
2006-07-07 00:00:00,18.9,1820.48,2050,18.8 ,3.6,1.23,85,1.7
2006-07-08 00:00:00,19.1,1820.75,2360,17.5 ,3.2,0.07,85,1.1
2006-07-09 00:00:00,18.7,1821,2630,20.2 ,2.7,0,75,6.7
2006-07-10 00:00:00,18.9,1820.98,2620,20.2 ,2.2,0,73,7.3
2006-07-11 00:00:00,18.7,1820.79,2400,19.4 ,1.5,0.03,77,6
2006-07-12 00:00:00,18.9,1820.66,2250,19.1 ,2.9,0.47,88,3.5
2006-07-13 00:00:00,19.1,1820.65,2230,19.4 ,2.7,0,80,6.6
2006-07-14 00:00:00,19.1,1820.72,2320,20.4 ,2.7,0.5,76,8
2006-07-15 00:00:00,19.1,1820.74,2340,20.9 ,3.4,0,75,10.3
2006-07-16 00:00:00,19.1,1820.7,2300,22.4 ,3.2,0,70,12.2
2006-07-17 00:00:00,19.5,1820.52,2090,22.7 ,3.2,0.46,67,11.2
2006-07-18 00:00:00,19.9,1820.43,2000,18.2 ,4.1,0.3,85,0.2
2006-07-19 00:00:00,19.7,1820.36,1920,18.5 ,3.4,0.21,80,3.6
2006-07-20 00:00:00,19.7,1820.27,1820,21.5 ,3.4,0.02,75,9.8
2006-07-21 00:00:00,20.3,1820.22,1760,18.7 ,3.6,1.97,72,6
2006-07-22 00:00:00,20.5,1820.29,1840,19.2 ,2.2,0.28,80,4.5
2006-07-23 00:00:00,20.5,1820.32,1870,18.2 ,2.7,0.14,83,1.8
2006-07-24 00:00:00,20.3,1820.48,2050,15.2 ,3.9,0.93,87,0
2006-07-25 00:00:00,19.1,1820.82,2430,19.1 ,2.2,0.92,63,10.6
2006-07-26 00:00:00,18.9,1820.67,2260,17.8 ,2.7,0.15,69,9.3
2006-07-27 00:00:00,18.3,1820.57,2140,19.1 ,3.4,0,64,12.5
2006-07-28 00:00:00,18.5,1820.45,2020,20.1 ,2.9,0,60,12.4
2006-07-29 00:00:00,18.5,1820.32,1870,19.9 ,3.2,0,60,11.5
2006-07-30 00:00:00,18.7,1820.21,1760,19.6 ,2.9,0,63,8.5
2006-07-31 00:00:00,18.7,1820.9,1640,18.5 ,3.4,0.34,72,8.6
2006-08-01 00:00:00,18.9,1820,1550,16.2 ,3.2,1.04,82,1.3
2006-08-02 00:00:00,18.5,1820.04,1590,19.2 ,2.9,1,65,10.4
2006-08-03 00:00:00,18.3,1820.07,1620,18.7 ,3.4,0.03,59,9.3
2006-08-04 00:00:00,18.3,1820.04,1590,19.2 ,3.6,0.03,61,11.9
2006-08-05 00:00:00,18.3,1820,1550,19.9 ,3.2,0,61,11
2006-08-06 00:00:00,18.5,1819.94,1490,19.6 ,3.6,0,63,8.4
2006-08-07 00:00:00,18.3,1819.88,1440,18.4 ,3.9,0.17,67,8
2006-08-08 00:00:00,18.3,1819.8,1360,18.7 ,3.6,0.02,77,7.7
2006-08-09 00:00:00,18.7,1819.69,1270,18.2 ,2.2,0,73,6.1
2006-08-10 00:00:00,18.9,1819.61,1210,20.1 ,2.9,0,66,10.6
2006-08-11 00:00:00,19.1,1819.58,1190,19.3 ,3.2,0.09,72,7.5
2006-08-12 00:00:00,19.1,1819.55,1170,17.7 ,2.9,0,77,3.3
2006-08-13 00:00:00,19.1,1819.53,1150,17.4 ,2.4,0.32,75,8.1
2006-08-14 00:00:00,19.3,1819.52,1140,17.5 ,3.4,0,75,6.2
2006-08-15 00:00:00,19.3,1819.52,1140,19.7 ,3.2,0.11,64,12
2006-08-16 00:00:00,19.5,1819.52,1140,18.3 ,2.2,0,65,9.1
2006-08-17 00:00:00,19.5,1819.58,1180,19.3 ,3.2,0,64,11.1
2006-08-18 00:00:00,19.7,1819.64,1230,18.1 ,3.4,0.06,71,4.8
2006-08-19 00:00:00,19.5,1819.72,1300,17.7 ,2.4,0.33,77,4.9
2006-08-20 00:00:00,19.7,1819.74,1310,18.8 ,2.9,0.02,73,7.4
2006-08-21 00:00:00,19.7,1819.78,1350,18.1 ,3.6,0,78,3.3
2006-08-22 00:00:00,19.5,1819.83,1390,17.7 ,3.2,0.15,78,1.5
2006-08-23 00:00:00,19.3,1819.92,1470,17.4 ,4.6,2.5,88,1.4
2006-08-24 00:00:00,19.3,1820,1550,15.5 ,3.2,0.3,90,0.5
2006-08-25 00:00:00,18.7,1820.21,1750,15.9 ,3.4,0,83,0
2006-08-26 00:00:00,17.9,1820.33,1890,17.6 ,2.7,0.12,76,5.7
2006-08-27 00:00:00,18.1,1820.34,1890,18.1 ,3.2,0,75,3
2006-08-28 00:00:00,17.9,1820.24,1790,17.3 ,3.2,0.24,82,2.8
2006-08-29 00:00:00,17.9,1820.19,1730,19.4 ,2.9,0.04,77,9
2006-08-30 00:00:00,17.9,1820.2,1740,18.9 ,2.7,0,72,8
2006-08-31 00:00:00,18.1,1820.23,1780,20.6 ,2.9,0,70,8.9
2006-09-01 00:00:00,18.5,1820.21,1760,20.6 ,3.4,0,66,11.8
2006-09-02 00:00:00,18.7,1820.21,1760,20.7 ,3.4,0,66,10
2006-09-03 00:00:00,18.7,1820.26,1810,21.8 ,3.4,0,61,10.7
2006-09-04 00:00:00,18.7,1820.23,1780,19.6 ,3.2,1.87,68,7.9
2006-09-05 00:00:00,18.7,1820.26,1810,16.3 ,2.4,0.2,85,0
2006-09-06 00:00:00,18.3,1820.31,1860,18.7 ,4.4,0.06,81,3.6
2006-09-07 00:00:00,18.5,1820.29,1840,19.6 ,3.4,0,75,5.6
2006-09-08 00:00:00,18.5,1820.25,1800,15.6 ,3.9,0.5,78,0
2006-09-09 00:00:00,18.5,1820.25,1800,13.8 ,3.4,0.01,79,0
2006-09-10 00:00:00,18.1,1820.17,1710,11.1 ,4.1,0.28,89,0
2006-09-11 00:00:00,17.3,1820.35,1900,14.3 ,3.2,0,82,0.6
2006-09-12 00:00:00,16.5,1820.43,1990,12.3 ,4.9,0.19,90,0
2006-09-13 00:00:00,16.3,1820.41,1970,12.6 ,3.9,0.11,91,0
2006-09-14 00:00:00,16.1,1820.5,2070,14.6 ,2.7,0.27,88,1.1
2006-09-15 00:00:00,15.9,1820.55,2120,16.3 ,4.4,0.67,82,8.9
2006-09-16 00:00:00,15.3,1820.6,2180,16.3 ,2.9,0.28,85,4.3
2006-09-17 00:00:00,15.3,1820.54,2120,17.6 ,4.6,0.09,77,8
2006-09-18 00:00:00,15,1820.37,1920,14.8 ,4.1,0.2,78,3.4
2006-09-19 00:00:00,15.3,1820.37,1930,15.1 ,2.9,0,69,10.1
2006-09-20 00:00:00,14.8,1820.3,1850,15.8 ,3.2,0,66,11.2
2006-09-21 00:00:00,14.8,1820.16,1700,16.8 ,2.9,0.23,71,9.5
2006-09-22 00:00:00,15.3,1820.3,1580,16.7 ,3.2,0,80,3.3
2006-09-23 00:00:00,15.3,1819.97,1520,17.6 ,3.6,0,71,3.5
2006-09-24 00:00:00,15.7,1819.89,1450,18.8 ,3.2,0,72,8.6
2006-09-25 00:00:00,16.1,1819.82,1390,18.1 ,3.2,0.11,77,4.4
2006-09-26 00:00:00,16.5,1819.78,1350,16.7 ,3.6,0.02,77,6.5
2006-09-27 00:00:00,16.5,1819.74,1320,17.4 ,2.2,0.44,78,6.4
2006-09-28 00:00:00,16.9,1819.71,1290,17.0 ,3.9,0.31,75,7.9
2006-09-29 00:00:00,16.9,1819.71,1290,17.4 ,3.2,0,73,7.9
2006-09-30 00:00:00,16.5,1819.77,1340,18.1 ,3.2,0.01,69,8.4
2006-10-01 00:00:00,16.9,1819.82,1380,18.2 ,4.1,0,77,7.8
2006-10-02 00:00:00,16.9,1819.85,1410,17.2 ,3.6,0.02,77,4.3
2006-10-03 00:00:00,16.3,1819.89,1450,16.6 ,3.6,0.21,83,2.9
2006-10-04 00:00:00,16.3,1819.92,1470,15.5 ,3.2,0.82,85,1.2
2006-10-05 00:00:00,15.7,1819.94,1480,15.8 ,3.4,0.08,80,4.8
2006-10-06 00:00:00,15.3,1819.93,1480,15.2 ,3.6,0.31,90,0.5
2006-10-07 00:00:00,14.8,1819.95,1500,16.3 ,2.9,0,76,8.4
2006-10-08 00:00:00,14.6,1819.96,1510,15.7 ,2.9,0.07,75,8.5
2006-10-09 00:00:00,14.6,1819.89,1450,12.6 ,4.1,0.07,79,2
2006-10-10 00:00:00,14.2,1819.82,1380,13.7 ,3.9,0.04,75,5.8
2006-10-11 00:00:00,14,1819.78,1350,12.6 ,2.4,0.11,87,0.1
2006-10-12 00:00:00,13.4,1819.75,1320,14.9 ,2.7,0.02,74,7.1
2006-10-13 00:00:00,13.2,1819.68,1260,15.7 ,3.2,0,71,7.1
2006-10-14 00:00:00,13,1819.64,1240,16.6 ,5.6,0,56,10.7
2006-10-15 00:00:00,13,1819.61,1210,17.0 ,5.6,0,50,10.1
2006-10-16 00:00:00,12.6,1819.58,1190,16.7 ,4.4,0,48,10.1
2006-10-17 00:00:00,12.8,1819.54,1160,15.9 ,4.4,0,53,9.7
2006-10-18 00:00:00,12.4,1819.48,1110,16.4 ,5.6,0,50,10.4
2006-10-19 00:00:00,12.8,1819.44,1090,15.6 ,2.9,0,49,8.2
2006-10-20 00:00:00,12.8,1819.41,1070,12.6 ,2.4,0.02,79,0.2
2006-10-21 00:00:00,12.4,1819.37,1040,13.7 ,3.2,0,68,7.4
2006-10-22 00:00:00,12.6,1819.35,1020,12.7 ,2.2,0.03,71,5.2
2006-10-23 00:00:00,12.2,1819.33,1010,14.1 ,4.9,0,59,10.4
2006-10-24 00:00:00,12.2,1819.3,984,13.1 ,4.1,0,51,8.1
2006-10-25 00:00:00,12,1819.25,958,12.9 ,3.9,0,66,8.8
2006-10-26 00:00:00,12,1819.22,935,12.9 ,2.9,0,68,9.1
2006-10-27 00:00:00,11.8,1819.2,922,13.3 ,5.1,0,56,9.9
2006-10-28 00:00:00,11.8,1819.18,910,12.1 ,3.6,0,51,5.9
2006-10-29 00:00:00,11.4,1819.15,891,13.0 ,4.6,0,47,9.9
2006-10-30 00:00:00,11,1819.12,874,12.6 ,3.4,0,49,10.1
2006-10-31 00:00:00,11,1819.9,856,12.8 ,2.7,0,50,7.8
2006-11-01 00:00:00,11,1819.05,836,11.0 ,2.9,0,68,5.7
2006-11-02 00:00:00,10.8,1819.02,820,12.9 ,3.9,0,69,9.1
2006-11-03 00:00:00,10.6,1818.99,800,13.7 ,3.9,0,67,8.5
2006-11-04 00:00:00,10.4,1818.97,790,15.3 ,4.4,0,56,8.9
2006-11-05 00:00:00,10.6,1818.95,779,13.1 ,4.9,0,52,6
2006-11-06 00:00:00,10.4,1818.92,762,7.9 ,5.6,0.12,66,0.5
2006-11-07 00:00:00,10.2,1818.92,763,9.1 ,2.9,0,75,5.2
2006-11-08 00:00:00,10.4,1818.89,746,11.8 ,4.6,0,66,8.6
2006-11-09 00:00:00,10.4,1818.83,715,13.3 ,4.1,0,49,8.1
2006-11-10 00:00:00,10.2,1818.79,696,14.3 ,4.6,0.09,42,9.2
2006-11-11 00:00:00,10.6,1818.78,689,13.4 ,4.1,0.09,76,3.4
2006-11-12 00:00:00,10.4,1818.77,685,12.8 ,5.8,0,61,8.3
2006-11-13 00:00:00,10,1818.76,682,11.6 ,3.6,0,54,9.7
2006-11-14 00:00:00,9.8,1818.76,679,11.8 ,2.7,0,50,9.2
2006-11-15 00:00:00,9.6,1818.75,674,12.4 ,6.1,0,45,9.6
2006-11-16 00:00:00,9.4,1818.73,665,10.9 ,6.3,0,35,9.4
2006-11-17 00:00:00,9.4,1818.71,651,12.1 ,6.1,0,30,9.7
2006-11-18 00:00:00,9.2,1818.67,635,11.2 ,4.1,0,38,9.6
2006-11-19 00:00:00,9.2,1818.65,622,9.8 ,5.6,0,51,6.7
2006-11-20 00:00:00,9.2,1818.63,609,8.7 ,5.6,0,54,2.5
2006-11-21 00:00:00,8.8,1818.6,599,9.2 ,7,0,52,9.6
2006-11-22 00:00:00,8.6,1818.59,593,9.6 ,5.6,0,47,8.9
